金額,売上額,伝№,請№,売上先
3300,,,,(1001306)飴野応用（大商海運）
3300,,,,(1003046)ｱﾘｽﾀﾍﾙｽｱﾝﾄﾞﾆｭｰﾄﾘｼｮﾝｻｲｴﾝｽ(大商海
3300,,,,(1200024)泉産業貿易㈱
3300,,,,(1300228)(株)ウチダ(大商海運)
3300,,,,(1400399)エムオー貿易（大商海運）
3300,,,,(1401916)M-OEXIMサービス（大商海運）
3300,,,,(1603013)㈱ｶﾝﾀﾞﾏｼﾅﾘｰ（大商海運株㈱）　
3300,,,,(1800027)株式会社　久原製作所
3300,,,,(2001634)神戸ﾙﾌﾞﾘｶﾝｽ（大商海運）
3300,,,,(2100197)（株）サンコートレーディング
3300,,,,(2800096)大商海運　株式会社
3300,,,,(2801135)（株）タカオカメガ(大商海運㈱
3300,,,,(2803201)タカラ産業㈱（大商海運㈱）
3300,,,,(2804875)ダイキ化成㈱（大商海運㈱大阪)
3300,,,,(2805217)㈱ﾀﾞﾝﾄｰﾀｲﾙ(大商海運㈱大阪)
3300,42140,8303693,0,(3000019)ＣＢＣ株式会社
3300,16041,8303719,0,(3000019)ＣＢＣ株式会社
3300,71952,8312092,0,(3000019)ＣＢＣ株式会社
3300,27015,8311441,0,(3000019)ＣＢＣ株式会社
3300,41144,8314687,0,(3000019)ＣＢＣ株式会社
3300,71638,8315762,0,(3000019)ＣＢＣ株式会社
3300,15257,8309221,0,(3000019)ＣＢＣ株式会社
3300,15394,8324694,0,(3000019)ＣＢＣ株式会社
3300,,,,(3000188)ﾁｪｰﾝｽﾞ（大商海運）
3300,3300,8327316,0,(3303593)㈱ｳｪﾙﾏﾃｯｸ(大商海運㈱)
3300,,,,(3303593)㈱鳥谷溶接研究所(大商海運㈱)
3300,,,,(3305077)TOMATEC㈱(大商海運㈱大阪）
3300,,,,(3305362)TOMATEC株式会社
3300,,,,(3500005)日本ペイントマテリアルズ(株)
3300,,,,(3503619)日進医療器㈱（大商海運）
3300,,,,(4102224)東日本ﾀﾞﾝﾄｰﾀｲﾙ㈱(大商海運大
3300,,,,(4501748)まるとみ工業（大商海運）
3300,,,,(4503140)㈱マルサン精密(大商海運　大阪)
3300,,,,(9999999)輸入現金扱い諸口
3300,,,,"(I001085)INTERLINK, INC."
4200,,,,(1005553)㈱旭ｹﾐｶﾙｽ(日本国際商船　大阪)
4200,,,,(1400049)ＳＰＫ　株式会社
4200,,,,(1400049)ＳＰＫ株式会社
4200,,,,(1403871)SPK株式会社(GMC)
4200,,,,(1404467)SPK株式会社(AS CLﾉﾐﾈ)
4200,,,,(1404508)SPK㈱(日本国際商船　大阪)
4200,,,,(1404508)SPK㈱(日本国際商船大阪)
4200,,,,(1503180)オクイ㈱(日本国際商船　大阪)
4200,,,,(2306927)神港精機㈱(日本国際商船　大阪
4200,,,,(2500695)ｽｶｲﾏｳﾝﾄ(日本国際商船）
4200,,,,(3202022)㈱ﾃｸﾉｱｿｼｴ(日本国際商船　大阪)
4200,,,,(3304266)籐栄㈱（日本国際商船　大阪）
4200,16625,8327456,0,(3500076)日本国際商船　株式会社
4200,5951,8327469,0,(3500076)日本国際商船　株式会社
4200,16289,8327383,0,(3500076)日本国際商船　株式会社
4200,4200,8325900,0,(3500076)日本国際商船　株式会社
4200,68340,8323901,0,(3500076)日本国際商船　株式会社
4200,,,,(3500076)日本国際商船株式会社
4200,,,,(3500362)日本コルマー(日本国際商船)
9875,,,,(1801030)㈱CROWN PACKAGE(東陽倉庫㈱)
9875,41386,8280362,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,87336,8280376,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,43348,8288251,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,50532,8286067,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,40589,8290674,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,12572,8293632,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,10721,8296098,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,18900,8295862,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,33045,8297076,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,10721,8295871,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,26987,8302863,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,12391,8302864,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,25534,8304727,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,10579,8307572,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,10653,8300402,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,12277,8308554,274882,(3300605)東陽倉庫㈱　国際輸送課
9875,143976,8309178,0,(3300605)東陽倉庫㈱　国際輸送課
9875,26633,8309210,0,(3300605)東陽倉庫㈱　国際輸送課
9875,65749,8312840,0,(3300605)東陽倉庫㈱　国際輸送課
9875,31380,8314412,0,(3300605)東陽倉庫㈱　国際輸送課
9875,41866,8315313,0,(3300605)東陽倉庫㈱　国際輸送課
9875,73775,8315314,0,(3300605)東陽倉庫㈱　国際輸送課
9875,20593,8315324,0,(3300605)東陽倉庫㈱　国際輸送課
9875,67173,8314727,0,(3300605)東陽倉庫㈱　国際輸送課
9875,51716,8314736,0,(3300605)東陽倉庫㈱　国際輸送課
9875,23662,8318515,0,(3300605)東陽倉庫㈱　国際輸送課
9875,19680,8321772,0,(3300605)東陽倉庫㈱　国際輸送課
9875,9087,8320297,0,(3300605)東陽倉庫㈱　国際輸送課
9875,31255,8320666,0,(3300605)東陽倉庫㈱　国際輸送課
9875,10726,8321078,0,(3300605)東陽倉庫㈱　国際輸送課
9875,27840,8323789,0,(3300605)東陽倉庫㈱　国際輸送課
9875,114680,8326540,0,(3300605)東陽倉庫㈱　国際輸送課
9875,87678,8326562,0,(3300605)東陽倉庫㈱　国際輸送課
9875,55822,8326566,0,(3300605)東陽倉庫㈱　国際輸送課
9875,,,,(3300605)東陽倉庫㈱国際輸送課
9875,,,,(3304719)東洋ﾋﾞｭｰﾃｨ㈱(東陽倉庫㈱)
9875,9233,8309174,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,14285,8309179,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4542,8309180,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,101319,8309218,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,8686,8310259,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,18620,8310260,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,18706,8312808,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4487,8305625,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4487,8305626,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4487,8305627,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4487,8305628,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4921,8312837,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,8482,8311653,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4832,8311654,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,21369,8311055,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,23746,8312920,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,18421,8312922,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4920,8315539,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5658,8315211,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,20772,8312972,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5135,8316249,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,16832,8316250,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,8622,8317442,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5661,8318215,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,12000,8318216,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,22186,8319051,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,28238,8320992,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,18608,8320926,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5870,8320927,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,3500,8320646,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,3694,8320306,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,16946,8323103,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4935,8321067,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,23671,8323782,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,12548,8326383,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4930,8326384,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4930,8326385,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,32260,8326055,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,3692,8326062,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5861,8322842,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5861,8322843,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5863,8327297,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,5863,8327298,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,3500,8325827,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,56424,8327850,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,18399,8324099,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,7138,8326564,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,4930,8326565,0,(3501707)日東電工株式会社（日東ﾛｼﾞｺﾑ㈱)
9875,,,,(3502975)日昌株式会社（日東ロジコム㈱）
9875,3692,8326066,0,(3503080)日東ｼﾝｺｰ株式会社(日東ﾛｼﾞｺﾑ)
9875,6183,8326568,0,(3503080)日東ｼﾝｺｰ株式会社(日東ﾛｼﾞｺﾑ)
9875,26088,8326632,0,(3504549)㈱ニトムズ(東陽倉庫株式会社)
9875,,,,(3505346)日東電工㈱(東陽倉庫㈱名古屋)
9875,,,,(3505347)日昌株式会社(東陽倉庫㈱名古屋)
9875,,,,(3505348)日東ｼﾝｺｰ㈱(東陽倉庫㈱名古屋)
9875,,,,(3505351)日東電工BASE MATERIAL(東陽倉庫
9875,,,,(3505351)日東電工CSｼｽﾃﾑ㈱(東陽倉庫㈱)
9875,,,,(3505912)㈱ニトムズ(日東ロジコム㈱大阪)
9875,49011,8283089,274883,(3506139)日本ｱｲﾘｯﾋ株式会社(東陽倉庫)
9875,,,,(3506287)日東電工ﾍﾞｰｽﾏﾃﾘｱﾙ(日東ﾛｼﾞｺﾑ)
9875,,,,(4102153)㈱ﾋﾞｰ・ｸﾘｴｲﾃｨﾌﾞ(東陽倉庫 OS)
9875,,,,(4202886)(有)ﾌｫｾｺ･ｼﾞｬﾊﾟﾝ･ﾘﾐﾃｯﾄﾞ(東陽)
9875,,,,(4601776)株式会社三ツ知
9875,,,,(5300337)ランクセス㈱(東陽倉庫㈱)
9875,16380,8300517,274885,(5300447)RADIANT GLOBAL LOGI(東陽倉庫)
9875,,,,(5300447)RADIANTGLOBALLOGI(東陽倉庫)
11867,,,,(1001482)伊藤忠ﾛｼﾞｽﾃｨｸｽ㈱==============
11867,,,,(1001904)伊藤忠ﾛｼﾞｽﾃｨｸｽ ﾌﾟﾛｼﾞｪｸﾄ課
11867,133783,8326444,0,(1001922)伊藤忠ﾛｼﾞｽﾃｨｸｽ（生活資材課）
11867,,,,(1200074)伊藤忠ﾛｼﾞｽﾃｨｸｽ㈱
11867,,,,(1200105)伊藤忠商事（伊藤忠ﾛｼﾞ）
11867,,,,(1200211)伊藤忠ｹﾐｶﾙﾌﾛﾝﾃｲｱ㈱
11867,,,,(1201023)伊藤忠ｹﾐｶﾙﾌﾛﾝﾃｨｱ（伊藤忠ロジ）
11867,,,,(1201911)伊藤忠商事㈱（伊藤忠ロジN）
11867,,,,(1202814)伊藤忠ﾛｼﾞｽﾃｨｸｽ(衛材機能品物流
11867,,,,(1203137)伊藤忠商事㈱(伊藤忠ﾛｼﾞｽﾃｨｸｽ
11867,,,,(1203326)伊藤忠ﾛｼﾞｽﾃｨｸｽ(生活資材課）
11867,,,,(1403479)ｴﾑｼｨｰ株式会社(伊藤忠ﾛｼﾞ)
11867,,,,(2102808)THE LAOBAN CO LTD（伊藤忠ロジ）
11867,,,,(2306524)清水化学㈱(伊藤忠ロジ）
11867,,,,(2501214)住友精化ｹﾐｶﾙ（伊藤忠ロジ）
11867,,,,(2501997)住友精化株式会社
11867,,,,(2601257)ゼンノ株式会社(伊藤忠ロジ㈱)
11867,93786,8323643,0,(3505479)ﾆｯｼﾝﾄｰｱ岩尾㈱(伊藤忠ﾛｼﾞ㈱）
11867,,,,(3505709)西野金陵㈱(伊藤忠ﾛｼﾞｽﾃｨｸｽ）
11867,,,,(3506098)西野金陵株式会社(伊藤忠ロジ)
11867,,,,(4200470)福助機工（伊藤忠ロジスティクス）
11867,11867,8326005,0,(4203153)福助工業株式会社(伊藤忠ﾛｼﾞ)
11867,,,,(4204305)福助工業株式会社（伊藤忠ﾛｼﾞ）
11867,49103,8326460,0,(4400896)ﾎﾞｽﾃｨｯｸ･ﾆｯﾀ㈱(伊藤忠ﾛｼﾞｽﾃｨｸｽ
11867,2900,8327582,0,(4400896)ﾎﾞｽﾃｨｯｸ･ﾆｯﾀ㈱(伊藤忠ﾛｼﾞｽﾃｨｸｽ
11867,,,,(5100818)ユニチャーム（伊藤忠ロジ）
11867,,,,(5300465)THE LAOBAN CO LTD(伊藤忠ﾛｼﾞ）
12980,12980,8326239,0,(2800604)大洋　株式会社
12980,,,,(2800604)大洋株式会社
14728,,,,(1200603)岩谷物流㈱（大阪）
14728,,,,(1500279)オリエント化学工業株式会社
14728,25200,8282666,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8282667,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8288982,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,45400,8288983,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,3300,8291406,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,318604,8288969,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,85209,8293920,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,45400,8294113,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8294115,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8294116,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8294117,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,115072,8297017,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,218388,8300995,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,84462,8299666,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,25200,8299733,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8299734,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35400,8305131,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8305132,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8305133,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,101271,8307933,274377,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8310761,0,(1702021)旭化成アドバンス㈱(福田様）
14728,45400,8310764,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8310765,0,(1702021)旭化成アドバンス㈱(福田様）
14728,218412,8311970,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8314200,0,(1702021)旭化成アドバンス㈱(福田様）
14728,221172,8318316,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8318597,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8318598,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8318599,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8318600,0,(1702021)旭化成アドバンス㈱(福田様）
14728,30200,8325379,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8324280,0,(1702021)旭化成アドバンス㈱(福田様）
14728,35200,8324281,0,(1702021)旭化成アドバンス㈱(福田様）
14728,20797,8326118,0,(1702021)旭化成アドバンス㈱(福田様）
14728,14728,8326121,0,(1702021)旭化成アドバンス㈱(福田様）
15210,,,,(1000446)㈱ｱﾙﾌｧ ｴﾝﾀﾌﾟﾗｲｽﾞ
15210,,,,(1000446)㈱ｱﾙﾌｧｴﾝﾀﾌﾟﾗｲｽﾞ
15210,,,,(1602847)株式会社カイタックトレーディング
15210,,,,(3202111)㈱ＴＫＸ(日新運輸大阪）
15210,56777,8324037,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,-56777,8325560,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,25017,8325561,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,-25017,8326980,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,21717,8326981,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,5500,8326979,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,15024,8326639,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,9931,8324442,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,7211,8323907,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,7211,8323908,0,(3300796)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:通常船積分
15210,14251,8325398,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,14776,8325399,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,18277,8325401,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,13902,8325402,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,7649,8325403,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,5204,8325404,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,16459,8326250,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,53771,8325397,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,14060,8327613,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,58620,8327707,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,-58620,8328007,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,46520,8328008,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,-46520,8328093,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,104172,8328094,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,21593,8327717,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,1909,8327721,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,-1909,8328012,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,14009,8328013,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,47020,8326209,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,49803,8326669,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,15210,8326024,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,206869,8327322,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,72953,8327386,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,15897,8327793,0,(3303922)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱:倉庫直搬分
15210,41759,8326016,0,(3305360)東レｲﾝﾀｰﾅｼｮﾅﾙ㈱(日新運輸)
15210,,,,(3500049)日新運輸　株式会社
15210,,,,(3500098)日新運輸　株式会社
15210,8701,8286316,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,8462,8286043,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,6581,8287622,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,64945,8289366,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,19216,8290611,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,10093,8290294,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,11209,8292489,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,6072,8291524,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,110104,8289334,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,13032,8291946,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,24392,8296411,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,7592,8295717,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,13953,8292894,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,10152,8291576,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,34221,8295973,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,170469,8297413,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,20029,8297501,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,9732,8290248,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,3300,8302509,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,27548,8293492,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,8262,8293502,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,52560,8290777,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,9127,8297252,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,32779,8301735,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,15358,8301669,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,45112,8299375,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,18159,8301527,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,11868,8301529,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,87383,8300245,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,-87383,8311034,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,79482,8311035,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,4608,8303641,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,6565,8302889,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,37715,8299422,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,19883,8301395,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,12100,8304707,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,62494,8310160,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,52302,8296304,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,52302,8296305,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,15229,8307050,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,18569,8307151,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,7551,8306591,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,12177,8303946,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,66972,8305997,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
15210,26548,8306011,274292,(3501062)日新運輸㈱国際輸送課（旧ﾆｯｼﾝﾄﾗﾝｽ
